PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	EY	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Neves-Moreira, Fabio; Almada-Lobo, Bernardo; Cordeau, Jean-Francois; Guimaraes, Luis; Jans, Raf				; Moreira, Fabio/C-1382-2019	Guimaraes, Luis/0000-0002-6293-5691; Moreira, Fabio/0000-0003-4296-8207			Solving a large multi-product production-routing problem with delivery time windows								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				86				154	172		10.1016/j.omega.2018.07.006					JUL 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000465054900011		
J	Huang, Hongfu; He, Yong; Chen, Jing								Competitive strategies and quality to counter parallel importation in global market								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				86				173	197		10.1016/j.omega.2018.07.009					JUL 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000465054900012		
J	Zhou, Yong-Wu; Lin, Xiaogang; Zhong, Yuanguang; Xie, Wei								Contract selection for a multi-service sharing platform with self-scheduling capacity								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				86				198	217		10.1016/j.omega.2018.07.011					JUL 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000465054900013		
J	Ferreira, D. C.; Marques, R. C.								Do quality and access to hospital services impact on their technical efficiency?								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				86				218	236		10.1016/j.omega.2018.07.010					JUL 2019	2019										1	0	0	0	0	1			0305-0483			WOS:000465054900014		
J	Arvan, Meysam; Fahimnia, Behnam; Reisi, Mohsen; Siemsen, Enno								Integrating human judgement into quantitative forecasting methods: A review								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				86				237	252		10.1016/j.omega.2018.07.012					JUL 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000465054900015		
J	Govindan, Kannan; Kadzinski, Milosz; Ehling, Ronja; Miebs, Grzegorz				Miebs, Grzegorz/H-1672-2018; govindan, kannan/M-5996-2017; Kadzinski, Milosz/L-8304-2014	Miebs, Grzegorz/0000-0002-0628-6949; govindan, kannan/0000-0002-6204-1196; Kadzinski, Milosz/0000-0003-1806-3715			Selection of a sustainable third-party reverse logistics provider based on the robustness analysis of an outranking graph kernel conducted with ELECTRE I and SMAA								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				85				1	15		10.1016/j.omega.2018.05.007					JUN 2019	2019										1	0	0	0	0	1			0305-0483			WOS:000463981700001		
J	An, Qingxian; Wen, Yao; Ding, Tao; Li, Yongli				An, Qingxian/Q-2078-2018	An, Qingxian/0000-0002-6105-1675; , Yongli/0000-0002-1979-9057			Resource sharing and payoff allocation in a three-stage system: Integrating network DEA with the Shapley value method								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				85				16	25		10.1016/j.omega.2018.05.008					JUN 2019	2019										3	0	0	0	0	3			0305-0483			WOS:000463981700002		
J	Lin, Ruiyue; Liu, Yue								Super-efficiency based on the directional distance function in the presence of negative data								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				85				26	34		10.1016/j.omega.2018.05.009					JUN 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000463981700003		
J	Khoveyni, Mohammad; Fukuyama, Hirofumi; Eslami, Robabeh; Yang, Guo-liang				; fukuyama, hirofumi/J-3294-2012	Eslami, Robabeh/0000-0002-2129-5114; fukuyama, hirofumi/0000-0002-8133-6299			Variations effect of intermediate products on the second stage in two-stage processes								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				85				35	48		10.1016/j.omega.2018.05.010					JUN 2019	2019										1	0	0	0	0	1			0305-0483			WOS:000463981700004		
J	Haag, Fridolin; Lienert, Judit; Schuwirth, Nele; Reichert, Peter					Schuwirth, Nele/0000-0002-1341-681X			Identifying non-additive multi-attribute value functions based on uncertain indifference statements								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				85				49	67		10.1016/j.omega.2018.05.011					JUN 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000463981700005		
J	Zhou, Xiaoyang; Xu, Zhongwen; Chai, Jian; Yao, Liming; Wang, Shouyang; Lev, Benjamin					Lev, Benjamin/0000-0002-3265-7328			Efficiency evaluation for banking systems under uncertainty: A multi-period three-stage DEA model								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				85				68	82		10.1016/j.omega.2018.05.012					JUN 2019	2019										2	0	0	0	0	2			0305-0483			WOS:000463981700006		
J	Wang, Xu; Baesens, Bart; Zhu, Zhen								On the optimal marketing aggressiveness level of C2C sellers in social media: Evidence from china								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				85				83	93		10.1016/j.omega.2018.05.014					JUN 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000463981700007		
J	Lozano, S.; Hinojosa, M. A.; Marmol, A. M.								Extending the bargaining approach to DEA target setting								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				85				94	102		10.1016/j.omega.2018.05.015					JUN 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000463981700008		
J	Nagurney, Anna; Dutta, Pritha								Competition for blood donations								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				85				103	114		10.1016/j.omega.2018.06.001					JUN 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000463981700009		
J	Yi, Zelong; Li, Fan; Ma, Lijun								The impact of distribution channels on trial-version provision with a positive network effect								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				85				115	133		10.1016/j.omega.2018.06.002					JUN 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000463981700010		
J	Cheng, Bayi; Zhua, Huijun; Li, Kai; Li, Yongjun								Optimization of batch operations with a truncated batch-position-based learning effect								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				85				134	143		10.1016/j.omega.2018.06.006					JUN 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000463981700011		
J	Sotiros, Dimitris; Koronakos, Gregory; Despotis, Dimitris K.								Dominance at the divisional efficiencies level in network DEA: The case of two-stage processes								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				85				144	155		10.1016/j.omega.2018.06.007					JUN 2019	2019										1	0	0	0	0	1			0305-0483			WOS:000463981700012		
J	Trung Hieu Tran; Mao, Yong; Nathanail, Paul; Siebers, Peer-Olaf; Robinson, Darren								Integrating slacks-based measure of efficiency and super-efficiency in data envelopment analysis								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				85				156	165		10.1016/j.omega.2018.06.008					JUN 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000463981700013		
J	Dogru, Ali K.; Melouk, Sharif H.					Dogru, Ali/0000-0002-8108-4511			Adaptive appointment scheduling for patient-centered medical homes								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				85				166	181		10.1016/j.omega.2018.06.009					JUN 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000463981700014		
J	Damci-Kurt, Pelin; Zhang, Minjiao; Marentay, Brian; Govind, Nirmal								Improving physician schedules by leveraging equalization: Cases from hospitals in US								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				85				182	193		10.1016/j.omega.2018.06.011					JUN 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000463981700015		
J	Kuzmicz, Katarzyna Anna; Pesch, Erwin								Approaches to empty container repositioning problems in the context of Eurasian intermodal transportation								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				85				194	213		10.1016/j.omega.2018.06.004					JUN 2019	2019										2	0	0	0	0	2			0305-0483			WOS:000463981700016		
J	Liu, Jingchen; Zhai, Xin; Chen, Lihua					liu, jingchen/0000-0002-1219-8873			Optimal pricing strategy under trade-in program in the presence of strategic consumers								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				84				1	17		10.1016/j.omega.2018.03.005					APR 2019	2019										3	0	0	0	0	3			0305-0483			WOS:000456760200001		
J	Arbib, Claudio; Felici, Giovanni; Servilio, Mara								Common operation scheduling with general processing times: A branch-and-cut algorithm to minimize the weighted number of tardy jobs								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				84				18	30		10.1016/j.omega.2018.04.002					APR 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000456760200002		
J	Kang, Liujiang; Zhu, Xiaoning; Sun, Huijun; Wu, Jianjun; Gao, Ziyou; Hu, Bin								Last train timetabling optimization and bus bridging service management in urban railway transit networks								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				84				31	44		10.1016/j.omega.2018.04.003					APR 2019	2019										2	0	0	0	0	2			0305-0483			WOS:000456760200003		
J	Cook, Wade D.; Ramon, Nuria; Ruiz, Jose L.; Sirvent, Inmaculada; Zhu, Joe								DEA-based benchmarking for performance evaluation in pay-for-performance incentive plans								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				84				45	54		10.1016/j.omega.2018.04.004					APR 2019	2019										1	0	0	0	0	1			0305-0483			WOS:000456760200004		
J	LeBlanc, Larry J.; Grossman, Thomas A.; Bartolacci, Michael R.								Ensuring scalability and reusability of spreadsheet linear programming models								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				84				55	69		10.1016/j.omega.2018.04.005					APR 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000456760200005		
J	Huang, Weixiang; Zhou, Wenhui; Chen, Jiguang; Chen, Xiaohong				jam, amir/O-6460-2019	Chen, Jiguang/0000-0001-5795-0638			The government's optimal subsidy scheme under Manufacturers' competition of price and product energy efficiency								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				84				70	101		10.1016/j.omega.2018.04.006					APR 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000456760200006		
J	Lunday, Brian J.; Robbins, Matthew J.					Robbins, Matthew/0000-0002-1718-6839; Lunday, Brian/0000-0001-5191-4361			Collaboratively-developed vaccine pricing and stable profit sharing mechanisms								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				84				102	113		10.1016/j.omega.2018.04.007					APR 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000456760200007		
J	Li, Guiping; He, Xiuli; Zhou, Jing; Wu, Hao								Pricing, replenishment and preservation technology investment decisions for non-instantaneous deteriorating items								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				84				114	126		10.1016/j.omega.2018.05.001					APR 2019	2019										2	0	0	1	0	2			0305-0483			WOS:000456760200008		
J	Schneider, Kellie; Nurre, Sarah G.				YADAV, AVIKSHIT/F-1132-2019				A multi-criteria vehicle routing approach to improve the compliance audit schedule for food banks								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				84				127	140		10.1016/j.omega.2018.05.002					APR 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000456760200009		
J	Yang, Guo-liang; Fukuyama, Hirofumi; Chen, Kun				Fukuyama, Hirofumi/J-3294-2012	Fukuyama, Hirofumi/0000-0002-8133-6299			Investigating the regional sustainable performance of the Chinese real estate industry: A slack-based DEA approach								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				84				141	159		10.1016/j.omega.2018.04.009					APR 2019	2019										1	0	0	0	0	1			0305-0483			WOS:000456760200010		
J	Tian, Xiaoyu; Zhang, Zhi-Hai				Zhang, Zhi-Hai/L-8785-2019	Zhang, Zhi-Hai/0000-0003-3686-5789			Capacitated disassembly scheduling and pricing of returned products with price-dependent yield								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				84				160	174		10.1016/j.omega.2018.04.010					APR 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000456760200011		
J	Liu, Baoshan; Guan, Xu; Wang, Haijun; Ma, Shihua								Channel configuration and pay-on-delivery service with the endogenous delivery lead time								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				84				175	188		10.1016/j.omega.2018.04.011					APR 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000456760200012		
J	Fernandez, Eduardo; Figueira, Jose Rui; Navarro, Jorge					FERNANDEZ, EDUARDO/0000-0002-4354-1195			An interval extension of the outranking approach and its application to multiple-criteria ordinal classification								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				84				189	198		10.1016/j.omega.2018.05.003					APR 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000456760200013		
J	Trapero, Juan R.; Cardos, Manuel; Kourentzes, Nikolaos				Cardos, Manuel/N-3152-2016	Cardos, Manuel/0000-0002-7831-5382; Kourentzes, Nikolaos/0000-0003-0211-5218			Empirical safety stock estimation based on kernel and GARCH models								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				84				199	211		10.1016/j.omega.2018.05.004					APR 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000456760200014		
J	Zhang, Shichen; Zhang, Jianxiong; Zhu, Guowei								Retail service investing: An anti-encroachment strategy in a retailer-led supply chain								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				84				212	231		10.1016/j.omega.2018.05.005					APR 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000456760200015		
J	Sawik, Tadeusz				Sawik, Tadeusz/D-1240-2013	Sawik, Tadeusz/0000-0002-6054-550X			Disruption mitigation and recovery in supply chains using portfolio approach								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				84				232	248		10.1016/j.omega.2018.05.006					APR 2019	2019										1	0	0	0	0	1			0305-0483			WOS:000456760200016		
J	Chang, Jasmine (Ai-Chih); Lu, Haibing; Shi, Jim (Junmin)								Stockout risk of production-inventory systems with compound Poisson demands								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				83				181	198		10.1016/j.omega.2018.03.001					MAR 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000455068400014		
J	Liu, Jiapeng; Liao, Xiuwu; Huang, Wei; Liao, Xianzhao								Market segmentation: A multiple criteria approach combining preference analysis and segmentation decision								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				83				1	13		10.1016/j.omega.2018.01.008					MAR 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000455068400001		
J	Hanson, Torbjorn								Estimating output mix effectiveness: An applied scenario approach for the Armed Forces								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				83				39	49		10.1016/j.omega.2018.02.002					MAR 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000455068400004		
J	Kao, Chiang; Liu, Shiang-Tai								Cross efficiency measurement and decomposition in two basic network systems								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				83				70	79		10.1016/j.omega.2018.02.004					MAR 2019	2019										2	0	0	0	0	2			0305-0483			WOS:000455068400006		
J	Jradi, Samah; Chameeva, Tatiana Bouzdine; Aparicio, Juan				Bouzdine- Chameeva, Tatiana/C-5039-2015	Bouzdine- Chameeva, Tatiana/0000-0003-2899-1267			The measurement of revenue inefficiency over time: An additive perspective								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				83				167	180		10.1016/j.omega.2018.02.011					MAR 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000455068400013		
J	Wong, Hartanto; Lesmono, Dharma; Chhajed, Dilip; Kim, Kilsun								On the evaluation of commonality strategy in product line design: The effect of valuation change and distribution channel structure								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				83				14	25		10.1016/j.omega.2018.01.009					MAR 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000455068400002		
J	Bai, Chunguang; Shi, Baofeng; Liu, Feng; Sarkis, Joseph				Bai, Chunguang/E-3296-2012; Sarkis, Joseph/F-4508-2014	Bai, Chunguang/0000-0002-9461-1632; Sarkis, Joseph/0000-0003-0143-804X; Shi, Baofeng/0000-0003-1244-5886			Banking credit worthiness: Evaluating the complex relationships								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				83				26	38		10.1016/j.omega.2018.02.001					MAR 2019	2019										4	0	0	0	0	4			0305-0483			WOS:000455068400003		
J	Scheiper, Barbara; Schiffer, Maximilian; Walther, Grit				Schiffer, Maximilian/V-3015-2018	Schiffer, Maximilian/0000-0003-2682-4975; Walther, Grit/0000-0003-0022-9027			The flow refueling location problem with load flow control								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				83				50	69		10.1016/j.omega.2018.02.003					MAR 2019	2019										1	0	0	0	0	1			0305-0483			WOS:000455068400005		
J	Mosquera, Federico; Smet, Pieter; Vanden Berghe, Greet				Vanden Berghe, Greet/A-3914-2015; Smet, Pieter/I-1514-2016	Vanden Berghe, Greet/0000-0002-0275-5568; Smet, Pieter/0000-0002-3955-7725			Flexible home care scheduling								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				83				80	95		10.1016/j.omega.2018.02.005					MAR 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000455068400007		
J	Konstantaras, I.; Skouri, K.; Lagodimos, A. G.								EOQ with independent endogenous supply disruptions								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				83				96	106		10.1016/j.omega.2018.02.006					MAR 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000455068400008		
J	Kinay, Omer Burak; Saldanha-da-Gama, Francisco; Kara, Bahar Y.				, CMAFcIO/N-7922-2019; Saldanha-da-Gama, Francisco/K-7584-2012	Saldanha-da-Gama, Francisco/0000-0002-2074-1856			On multi-criteria chance-constrained capacitated single-source discrete facility location problems								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				83				107	122		10.1016/j.omega.2018.02.007					MAR 2019	2019										2	0	0	0	0	2			0305-0483			WOS:000455068400009		
J	Weskamp, Christoph; Koberstein, Achim; Schwartz, Frank; Suhl, Leena; Voss, Stefan								A two-stage stochastic programming approach for identifying optimal postponement strategies in supply chains with uncertain demand								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				83				123	138		10.1016/j.omega.2018.02.008					MAR 2019	2019										1	0	0	0	0	1			0305-0483			WOS:000455068400010		
J	Li, Feng; Zhu, Qingyuan; Chen, Zhi				Li, Feng/J-8822-2013	Li, Feng/0000-0002-4387-423X			Allocating a fixed cost across the decision making units with two-stage network structures								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				83				139	154		10.1016/j.omega.2018.02.009					MAR 2019	2019										7	0	0	0	0	7			0305-0483			WOS:000455068400011		
J	Hong, Zhaofu; Guo, Xiaolong				jam, amir/O-6460-2019	Guo, Xiaolong/0000-0002-1261-6852			Green product supply chain contracts considering environmental responsibilities								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				83				155	166		10.1016/j.omega.2018.02.010					MAR 2019	2019										9	0	0	1	0	9			0305-0483			WOS:000455068400012		
J	Duma, Davide; Aringhieri, Roberto				Aringhieri, Roberto/C-6282-2011	Aringhieri, Roberto/0000-0002-5170-2630; Duma, Davide/0000-0003-1981-6782			The management of non-elective patients: shared vs. dedicated policies								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				83				199	212		10.1016/j.omega.2018.03.002					MAR 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000455068400015		
J	Ruiz, Ruben; Pan, Quan-Ke; Naderi, Bahman				Pan, Quan-ke/F-2019-2013; cirali, hasan/F-5040-2019	Pan, Quan-ke/0000-0002-5022-7946; 			Iterated Greedy methods for the distributed permutation flowshop scheduling problem								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				83				213	222		10.1016/j.omega.2018.03.004					MAR 2019	2019										5	0	0	0	0	5			0305-0483			WOS:000455068400016		
J	Li, Zongmin; Zhang, Qi; Liao, Huchang				Liao, Huchang/F-9716-2015	Liao, Huchang/0000-0001-8278-3384			Efficient-equitable-ecological evaluation of regional water resource coordination considering both visible and virtual water								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				83				223	235		10.1016/j.omega.2018.06.003					MAR 2019	2019										2	0	0	0	0	2			0305-0483			WOS:000455068400017		
J	Lim, Sungmook; Zhu, Joe					Lim, Sungmook/0000-0003-2690-1133			Primal-dual correspondence and frontier projections in two-stage network DEA models								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				83				236	248		10.1016/j.omega.2018.06.005					MAR 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000455068400018		
J	Zhang, Juliang; Xiang, Jie; Cheng, T. C. Edwin; Hua, Guowei; Chen, Cheng				Cheng, Edwin/D-5688-2015	Cheng, Edwin/0000-0001-5127-6419			An optimal efficient multi-attribute auction for transportation procurement with carriers having multi-unit supplies								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				83				249	260		10.1016/j.omega.2018.06.010					MAR 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000455068400019		
J	Wang, Haibo; Alidaee, Bahram					Wang, Haibo/0000-0002-8580-829X			Effective heuristic for large-scale unrelated parallel machines scheduling problems								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				83				261	274		10.1016/j.omega.2018.07.005					MAR 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000455068400020		
J	Hermelin, Danny; Kubitza, Judith-Madeleine; Shabtay, Dvir; Talmon, Nimrod; Woeginger, Gerhard J.					Hermelin, Danny/0000-0002-6379-0383			Scheduling two agents on a single machine: A parameterized analysis of NP-hard problems								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				83				275	286		10.1016/j.omega.2018.08.001					MAR 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000455068400021		
J	Hu, Shaolong; Dong, Zhijie Sasha					Dong, Zhijie (Sasha)/0000-0003-0979-812X			Supplier selection and pre-positioning strategy in humanitarian relief								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				83				287	298		10.1016/j.omega.2018.10.011					MAR 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000455068400022		
J	Lan, Yanfei; Yan, Haikuan; Ren, Da; Guo, Rui								Merger strategies in a supply chain with asymmetric capital-constrained retailers upon market power dependent trade credit								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				83				299	318		10.1016/j.omega.2018.08.009					MAR 2019	2019										0	0	0	0	0	0			0305-0483			WOS:000455068400023		
J	Postek, Krzysztof; den Hertog, Dick; Kind, Jar; Pustjens, Chris								Adjustable robust strategies for flood protection								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				82				142	154		10.1016/j.omega.2017.12.009					JAN 2019	2019										2	0	0	0	0	2			0305-0483			WOS:000448494300011		
J	Zhang, Linyan; Chen, Kun								Hierarchical network systems: An application to high-technology industry in China								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				82				118	131		10.1016/j.omega.2017.12.007					JAN 2019	2019										1	0	0	0	0	1			0305-0483			WOS:000448494300009		
J	Vipin, B.; Amit, R. K.					B, Vipin/0000-0002-5654-9364			Describing decision bias in the newsvendor problem: A prospect theory model								OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE				82				132	141		10.1016/j.omega.2017.12.008					JAN 2019	2019										2	0	0	0	0	2			0305-0483			WOS:000448494300010		
